periods;precipitation;temperature;max_temperature;min_temperature;max_rel_humidity;min_rel_humidity;max_pressure;min_pressure;wind_gust;frost_alert;etp;radiation;wetting;
2019-08-12 06:00;0;22.58028507232666;27.569765090942383;17.590805053710938;93.12022399902344;54.5540885925293;1021.2923583984375;1015.8675537109375;9.435683250427246;0;2.668154239654541;3293.162353515625;0.596060574054718;
2019-08-13 06:00;1.4871381521224976;21.296804428100586;23.983346939086914;18.610261917114258;92.76033782958984;72.43639373779297;1019.425048828125;1016.2164916992188;11.28095817565918;0;2.2136335372924805;2062.060546875;1.7219207286834717;
2019-08-14 06:00;0;22.57169818878174;27.962430953979492;17.180965423583984;94.07087707519531;51.18096923828125;1018.8848266601562;1013.7820434570312;8.6250638961792;0;2.6658833026885986;3143.763427734375;2.1253228187561035;
2019-08-15 06:00;2.1110610961914062;22.471848487854004;25.95139503479004;18.99230194091797;94.27593994140625;68.34365844726562;1020.0186157226562;1016.2273559570312;9.426445960998535;0;2.640211820602417;2546.945556640625;2.353956699371338;
2019-08-16 06:00;0.851097047328949;22.561467170715332;25.928281784057617;19.194652557373047;92.34603881835938;63.11914825439453;1021.1641845703125;1017.7754516601562;11.87456226348877;0;2.680098295211792;2695.357666015625;1.3619815111160278;
2019-08-17 06:00;2.55831241607666;22.296480178833008;25.86786651611328;18.725093841552734;94.0783462524414;67.0772705078125;1019.8424682617188;1016.0972900390625;13.287494659423828;0;2.573268175125122;2573.341796875;2.5934815406799316;
2019-08-18 06:00;0;22.687003135681152;26.69561767578125;18.678388595581055;94.26131439208984;55.018714904785156;1019.3818359375;1015.1195678710938;12.240647315979004;0;2.7258269786834717;2966.08154296875;2.38199782371521;
2019-08-19 06:00;2.955259084701538;21.816676139831543;25.557579040527344;18.075773239135742;93.6791000366211;67.47483825683594;1018.8582153320312;1015.6937255859375;12.481250762939453;0;2.3972246646881104;2119.364013671875;2.040313720703125;
2019-08-20 06:00;0.8033357262611389;23.25553798675537;27.220674514770508;19.290401458740234;94.30735778808594;56.35673904418945;1018.9984130859375;1014.5764770507812;9.367218017578125;0;2.9488189220428467;3166.615966796875;2.9891250133514404;
2019-08-21 06:00;0;23.109246253967285;27.673828125;18.54466438293457;93.12212371826172;50.17558288574219;1020.552734375;1015.4890747070312;10.158055305480957;0;2.8973329067230225;3334.490234375;0.8189529180526733;
2019-08-22 06:00;0;21.968541145324707;27.5986385345459;16.338443756103516;93.91132354736328;49.1363525390625;1020.5204467773438;1015.197509765625;9.304709434509277;0;2.4551620483398438;3195.14404296875;1.3704286813735962;
2019-08-23 06:00;0;22.282981872558594;27.84049415588379;16.7254695892334;93.0582275390625;49.84903335571289;1019.3699951171875;1014.6611938476562;9.753808975219727;0;2.5695128440856934;3158.351318359375;0.868083655834198;
2019-08-24 06:00;0.5410143733024597;23.242905616760254;27.218891143798828;19.26692008972168;94.16979217529297;45.66410827636719;1020.4885864257812;1016.1653442382812;9.390360832214355;0;2.9605112075805664;2749.703857421875;1.27247154712677;
2019-08-25 06:00;0;22.95314121246338;27.036479949951172;18.869802474975586;90.47529602050781;55.281925201416016;1020.733154296875;1016.3192138671875;9.069211959838867;0;2.844959259033203;2631.926025390625;1.094910979270935;
2019-08-26 06:00;2.5450668334960938;22.977779388427734;26.687002182006836;19.268556594848633;92.8979721069336;60.9141731262207;1021.3457641601562;1016.7899169921875;11.696581840515137;0;2.852707862854004;2658.13916015625;1.1914176940917969;
2019-08-27 06:00;0;22.61955451965332;27.07536506652832;18.16374397277832;93.28209686279297;55.76902770996094;1020.2332153320312;1015.9306640625;12.201547622680664;0;2.7099411487579346;2489.0087890625;1.1636117696762085;
2019-08-28 06:00;0;22.661995887756348;26.655498504638672;18.668493270874023;93.09136199951172;56.689117431640625;1020.0133056640625;1016.82958984375;12.874537467956543;0;2.7367072105407715;2849.978515625;1.7533605098724365;
2019-08-29 06:00;0;22.428881645202637;27.130077362060547;17.727685928344727;93.10596466064453;46.45051956176758;1019.7957763671875;1015.8540649414062;10.340514183044434;0;2.642812967300415;3222.280517578125;0.2389337569475174;
2019-08-30 06:00;0;21.382555961608887;26.447237014770508;16.317874908447266;92.10037231445312;52.9731330871582;1019.6543579101562;1014.6781616210938;10.964513778686523;0;2.2630057334899902;3079.6025390625;0.22220705449581146;
2019-08-31 06:00;0.09372584521770477;21.690226554870605;28.13299560546875;15.247457504272461;92.8507080078125;49.850242614746094;1019.6417236328125;1014.5173950195312;11.076300621032715;0;2.369415521621704;3066.99609375;0.7211104035377502;
2019-09-01 06:00;0;22.766260147094727;27.862802505493164;17.66971778869629;92.88288116455078;46.88431930541992;1018.829345703125;1013.9514770507812;11.428939819335938;0;2.7805867195129395;3123.67529296875;0.6016625165939331;
2019-09-02 06:00;0;23.131033897399902;28.253427505493164;18.00864028930664;93.1344985961914;55.91632080078125;1017.8464965820312;1012.3854370117188;9.922247886657715;0;2.91523814201355;2623.088134765625;0.7668470144271851;
2019-09-03 06:00;0.6793653964996338;23.192912101745605;26.24732780456543;20.13849639892578;93.68833923339844;63.79933166503906;1017.4257202148438;1013.8539428710938;10.418706893920898;0;2.950021982192993;2913.16796875;1.564322829246521;
2019-09-04 06:00;0.13016881048679352;23.644131660461426;27.02802085876465;20.260242462158203;93.17170715332031;60.28786849975586;1018.355224609375;1015.0999755859375;10.633779525756836;0;3.150005340576172;2777.466796875;1.2513588666915894;
