periods;precipitation;temperature;max_temperature;min_temperature;max_rel_humidity;min_rel_humidity;max_pressure;min_pressure;wind_gust;frost_alert;etp;radiation;wetting;
2019-08-12 06:00;0;12.998528718948364;20.850984573364258;5.146072864532471;87.07506561279297;52.7181396484375;1023.8049926757812;1014.542236328125;4.996758937835693;0;0.8161769509315491;2314.50341796875;1.143783450126648;
2019-08-13 06:00;1.3232146501541138;18.99243974685669;23.80757713317871;14.177302360534668;85.09613800048828;57.00148391723633;1021.955322265625;1012.1543579101562;8.837020874023438;0;1.947676420211792;1805.2705078125;-0.6675344705581665;
2019-08-14 06:00;0;9.131686449050903;13.306822776794434;4.956550121307373;86.20484161376953;44.94912338256836;1033.6998291015625;1023.2511596679688;10.89696216583252;1;0.36593514680862427;2748.338623046875;-0.5696372389793396;
2019-08-15 06:00;0;8.06079238653183;15.697750091552734;0.4238346815109253;82.11213684082031;36.835479736328125;1034.8216552734375;1026.65966796875;9.440309524536133;0;0.27585655450820923;2760.12109375;-0.008134759962558746;
2019-08-16 06:00;0;14.198360443115234;21.812612533569336;6.584108352661133;74.11427307128906;35.54941940307617;1027.0107421875;1021.0303344726562;10.012129783630371;0;1.0050584077835083;2696.813232421875;0.017666254192590714;
2019-08-17 06:00;0;20.416409015655518;27.713359832763672;13.119458198547363;72.4154052734375;40.70892333984375;1022.2437133789062;1014.8993530273438;8.822000503540039;0;2.3081891536712646;2404.182861328125;-0.001146793132647872;
2019-08-18 06:00;0;20.681508541107178;26.517335891723633;14.845681190490723;73.09772491455078;39.575904846191406;1015.6535034179688;1007.9345703125;8.998066902160645;0;2.381732225418091;2344.96826171875;0.016386818140745163;
2019-08-19 06:00;1.0284777879714966;17.645873546600342;22.862781524658203;12.42896556854248;81.27519226074219;50.95880889892578;1020.2014770507812;1008.98046875;11.049351692199707;0;1.6626453399658203;1775.83056640625;-0.02233748883008957;
2019-08-20 06:00;0;12.197930574417114;17.799781799316406;6.596079349517822;80.4640884399414;43.559139251708984;1023.8132934570312;1019.7461547851562;10.581534385681152;0;0.7182694673538208;2748.0478515625;-0.03044634312391281;
2019-08-21 06:00;0;12.812807321548462;19.815950393676758;5.809664249420166;82.29464721679688;41.4853630065918;1025.47265625;1022.1707153320312;9.239911079406738;0;0.8057268857955933;2727.330078125;-0.7168432474136353;
2019-08-22 06:00;0;13.249752283096313;20.085346221923828;6.414158344268799;80.74674224853516;33.336673736572266;1026.712646484375;1022.229736328125;7.457408428192139;0;0.8710241317749023;2751.705322265625;-0.9266393780708313;
2019-08-23 06:00;0;14.975335359573364;22.74213981628418;7.208530902862549;80.38084411621094;42.76837921142578;1024.1927490234375;1019.8309326171875;7.514309883117676;0;1.154077410697937;2654.200439453125;-0.0920419692993164;
2019-08-24 06:00;0.35243555903434753;13.734788417816162;20.074508666992188;7.395068168640137;87.90665435791016;36.982879638671875;1025.42919921875;1021.4456176757812;7.134976863861084;0;0.9498156309127808;2762.987060546875;0.39137083292007446;
2019-08-25 06:00;0;15.405869960784912;23.77601432800293;7.0357255935668945;84.02188110351562;32.98137664794922;1024.148681640625;1019.5882568359375;7.03240966796875;0;1.2364228963851929;2806.652099609375;-0.13780739903450012;
2019-08-26 06:00;0;17.091578006744385;23.518083572387695;10.665072441101074;76.5025405883789;39.06468200683594;1023.3619995117188;1017.1846313476562;9.889655113220215;0;1.5707331895828247;2702.031494140625;-0.03070487454533577;
2019-08-27 06:00;0;17.125197410583496;20.80499267578125;13.445402145385742;75.78538513183594;51.59688186645508;1024.0166015625;1018.129638671875;10.54572868347168;0;1.5802110433578491;1876.632568359375;-0.005924402270466089;
2019-08-28 06:00;0;19.925874710083008;26.91993522644043;12.931814193725586;81.86897277832031;40.17975616455078;1023.1096801757812;1018.9979248046875;5.404382705688477;0;2.2397797107696533;2726.287353515625;1.6727713346481323;
2019-08-29 06:00;0;21.067660808563232;27.943235397338867;14.192086219787598;82.90203857421875;41.268646240234375;1021.0433959960938;1014.6060791015625;8.528791427612305;0;2.547250509262085;2759.344970703125;-0.45697516202926636;
2019-08-30 06:00;0;23.368025302886963;30.771425247192383;15.964625358581543;77.53905487060547;31.478960037231445;1015.6253051757812;1010.5926513671875;8.320133209228516;0;3.2334368228912354;2638.541015625;-0.008402100764214993;
2019-08-31 06:00;0;25.207571029663086;32.24360275268555;18.171539306640625;70.29549407958984;28.535160064697266;1013.6055297851562;1006.0291748046875;10.906070709228516;0;3.852741241455078;2318.63916015625;0.0006988351233303547;
2019-09-01 06:00;38.297462463378906;17.155423641204834;21.18576431274414;13.125082969665527;87.21312713623047;66.63993835449219;1017.8895874023438;1008.2774047851562;16.042299270629883;0;1.6071038246154785;623.1553344726562;-1.1638274192810059;
2019-09-02 06:00;0;13.648524284362793;16.887706756591797;10.409341812133789;86.4945068359375;48.534263610839844;1020.2952270507812;1017.072021484375;8.788870811462402;0;0.9550844430923462;2564.064453125;-0.8784116506576538;
2019-09-03 06:00;0;12.81008243560791;21.24310874938965;4.377056121826172;83.98356628417969;38.43484878540039;1019.6412963867188;1012.5296020507812;8.384759902954102;0;0.8286998271942139;2950.135498046875;-0.08302804827690125;
2019-09-04 06:00;0;13.504269123077393;20.057456970214844;6.951081275939941;77.36064910888672;38.048458099365234;1021.2102661132812;1017.727783203125;9.336566925048828;0;0.9380591511726379;2938.32373046875;-0.029216637834906578;
2019-09-05 06:00;0;13.804595232009888;20.4487247467041;7.160465717315674;78.14366149902344;32.98507308959961;1026.537109375;1021.876953125;8.537120819091797;0;0.9884546995162964;2940.3330078125;-0.047494322061538696;
