periods;precipitation;temperature;max_temperature;min_temperature;rel_humidity;wind_speed;wind_direction;pressure;weather_conditions;atmospheric_conditions;thunderstorm_alerts;thermal_sensation;max_sensation;min_sensation;frost_alert;etp;
2019-09-11 06:00;0;24.712329864501953;33.228614807128906;19.039091110229492;26.91408348083496;1.9800000190734863;98;1013.6651611328125;1;1;0;24.71232838100857;33.228614807128906;19.039090474446613;0;12.640522003173828;
2019-09-12 06:00;0;26.125450134277344;34.328521728515625;19.235401153564453;24.153932571411133;4.260000228881836;143;1014.8193359375;1;1;0;26.125448015001087;34.328521728515625;19.235399034288193;0;13.915803909301758;
2019-09-13 06:00;0.07620304822921753;23.056798934936523;29.01297378540039;19.66299057006836;41.49397659301758;5.25;143;1017.6736450195312;1;1;0;23.056797451443146;29.01297378540039;19.662992689344616;0;6.152716636657715;
2019-09-14 06:00;0;22.982177734375;28.86181640625;19.356372833251953;41.66367721557617;2.9700000286102295;127;1018.0822143554688;2;1;0;22.982177734374996;28.861814498901367;19.3563715616862;0;5.95946741104126;
2019-09-15 06:00;0;22.3570613861084;29.516685485839844;17.800601959228516;35.4890022277832;2.369999885559082;97;1017.5535278320312;1;1;0;22.357060114542644;29.516687393188477;17.800602383083767;0;5.811387062072754;
2019-09-16 06:00;0;23.044021606445312;30.531124114990234;17.114316940307617;39.014530181884766;1.8899999856948853;96;1017.1617431640625;1;1;0;23.0440182156033;30.531126022338867;17.11431715223524;0;4.9055705070495605;
2019-09-17 06:00;0;22.67033576965332;27.691946029663086;19.12816619873047;35.120033264160156;1.840000033378601;113;1015.9207763671875;1;1;0;22.67033471001519;27.69194793701172;19.128163655598957;0;4.718544006347656;
2019-09-18 06:00;0;23.20253562927246;29.668087005615234;18.20611572265625;25.733823776245117;2.490000009536743;45;1012.2569580078125;1;1;0;23.202533721923828;29.668088912963867;18.206117418077255;0;6.188451290130615;
2019-09-19 06:00;0;23.336055755615234;30.451658248901367;17.869281768798828;22.773040771484375;3.430000066757202;193;1013.3978271484375;1;1;0;23.336053424411347;30.45166015625;17.869279649522568;0;8.02550220489502;
2019-09-20 06:00;0;23.774383544921875;30.93118667602539;19.365795135498047;29.09261131286621;3.859999895095825;134;1013.9583129882812;1;1;0;23.774383332994248;30.931184768676758;19.365793863932293;0;8.30546760559082;
2019-09-21 06:00;0;23.330127716064453;33.122779846191406;17.28017234802246;22.856882095336914;2.5;40;1013.337890625;0;1;0;23.33012580871582;33.122779846191406;17.280171712239582;0;10.511041641235352;
2019-09-22 06:00;0;25.44005012512207;34.03873062133789;16.219676971435547;22.172555923461914;5.949999809265137;188;1014.3277587890625;1;1;0;25.41974139889593;34.03873062133789;16.219677395290798;0;10.870795249938965;
2019-09-23 06:00;0;22.8294677734375;30.43308448791504;17.799884796142578;27.631717681884766;3.509999990463257;115;1016.3054809570312;0;1;0;22.829466925726997;30.433088302612305;17.75672679000004;0;7.863497734069824;
2019-09-24 06:00;0;23.99643325805664;33.69694137573242;16.629575729370117;25.781484603881836;2.490000009536743;89;1014.7012329101562;0;1;0;23.996431562635635;33.69694137573242;16.62957509358724;0;11.790644645690918;
2019-09-25 06:00;0;24.25379180908203;33.09247970581055;17.092571258544922;26.071067810058594;2.7300000190734863;131;1013.57861328125;1;1;0;24.253789054022896;33.09248352050781;17.092571258544922;0;10.090436935424805;
2019-09-26 06:00;0;23.28948974609375;30.311153411865234;18.271841049194336;40.86368179321289;4.800000190734863;132;1014.5538940429688;1;1;0;23.244545817644827;30.311153411865234;18.271840413411457;0;4.795271873474121;
2019-09-27 06:00;0.057693496346473694;21.75800895690918;27.931428909301758;17.757505416870117;35.25670623779297;5.409999847412109;138;1017.1197509765625;1;1;0;21.70467134355144;27.931425094604492;17.408347306150112;0;5.3604912757873535;
2019-09-28 06:00;0;23.103605270385742;32.392555236816406;17.34747314453125;30.221738815307617;3.309999942779541;105;1016.1788330078125;0;1;0;23.10360378689236;32.392555236816406;17.233649553691063;0;10.40435791015625;
2019-09-29 06:00;0;25.440183639526367;32.05570602416992;17.1466007232666;26.267168045043945;2.9100000858306885;142;1014.9733276367188;1;1;0;25.440184275309242;32.05570602416992;17.12905924439358;0;10.519377708435059;
2019-09-30 06:00;0;24.647010803222656;31.062789916992188;21.949676513671875;28.852170944213867;2.950000047683716;66;1015.8773193359375;2;1;0;24.64700910780165;31.06279182434082;21.949674818250866;0;7.077538013458252;
2019-10-01 06:00;0;25.194480895996094;31.751935958862305;21.41844367980957;21.310657501220703;2.950000047683716;31;1015.5201416015625;0;1;0;25.194481743706596;31.751937866210938;21.41844007703993;0;9.809185981750488;
2019-10-02 06:00;0;23.87556266784668;29.737512588500977;19.699493408203125;22.228944778442383;4.75;25;1015.0105590820312;0;1;0;23.875562879774304;29.737516403198242;19.69949510362413;0;7.14789342880249;
2019-10-03 06:00;0;23.12770652770996;29.489221572875977;16.899171829223633;27.16122817993164;4.599999904632568;100;1015.0687866210938;1;1;0;23.127705256144203;29.489221572875977;16.89917246500651;0;6.609767436981201;
2019-10-04 06:00;0;24.73283576965332;30.802106857299805;16.133487701416016;23.258573532104492;3.190000057220459;26;1013.9224853515625;1;1;0;24.732836617363827;30.802104949951172;15.871838779989902;0;8.459968566894531;
2019-10-05 06:00;0;24.28759765625;30.592201232910156;19.398468017578125;20.952220916748047;4.5;181;1013.8323974609375;1;1;0;24.287597868177624;30.59220314025879;19.39846462673611;0;8.26830005645752;
