periods;precipitation;temperature;max_temperature;min_temperature;max_rel_humidity;min_rel_humidity;max_pressure;min_pressure;wind_gust;frost_alert;etp;radiation;wetting;
2019-08-12 06:00;0;27.26041889190674;34.03894805908203;20.481889724731445;95.76846313476562;36.35822296142578;1018.4173583984375;1012.68603515625;10.022488594055176;0;4.826536655426025;2487.30810546875;1.721692681312561;
2019-08-13 06:00;0;27.649771690368652;35.534019470214844;19.76552391052246;97.25621795654297;28.802766799926758;1016.5169677734375;1011.8259887695312;5.052063941955566;0;5.094148635864258;2437.047607421875;3.3836488723754883;
2019-08-14 06:00;0;28.005781173706055;35.37525939941406;20.636302947998047;96.75957489013672;29.131572723388672;1017.572021484375;1012.8502807617188;8.265189170837402;0;5.349564552307129;2445.273193359375;2.9939396381378174;
2019-08-15 06:00;0;25.171062469482422;30.429475784301758;19.912649154663086;78.32975769042969;26.297527313232422;1020.2863159179688;1017.6348266601562;10.033539772033691;0;3.5813238620758057;2407.52587890625;-0.21153856813907623;
2019-08-16 06:00;0;24.107723236083984;32.53844451904297;15.677001953125;86.02165222167969;24.443635940551758;1017.6458129882812;1013.5009765625;7.962810039520264;0;3.0381078720092773;2389.8408203125;-0.5451297163963318;
2019-08-17 06:00;0;24.946197509765625;33.662139892578125;16.230255126953125;95.27107238769531;26.784910202026367;1017.782958984375;1012.912353515625;4.695372581481934;0;3.4619317054748535;2207.706298828125;0.5520258545875549;
2019-08-18 06:00;0;25.359010696411133;34.56440353393555;16.15361785888672;95.08406829833984;31.36711883544922;1016.7396240234375;1011.65966796875;6.8771257400512695;0;3.691587448120117;2447.82861328125;0.12333934754133224;
2019-08-19 06:00;0.05362791568040848;28.82888412475586;35.62996292114258;22.02780532836914;92.41405487060547;32.13651657104492;1016.5852661132812;1011.4531860351562;7.082370281219482;0;5.989038944244385;2595.2041015625;0.5709505677223206;
2019-08-20 06:00;0;27.470955848693848;33.75277328491211;21.189138412475586;94.44001007080078;36.88375473022461;1017.5651245117188;1011.3418579101562;6.064394474029541;0;4.99631404876709;2612.85107421875;-0.8824754357337952;
2019-08-21 06:00;0;27.023816108703613;32.61213684082031;21.435495376586914;93.01246643066406;48.22230911254883;1017.8116455078125;1013.5672607421875;4.805468559265137;0;4.696284294128418;2030.5150146484375;-1.1873501539230347;
2019-08-22 06:00;19.899158477783203;26.400534629821777;32.80210876464844;19.998960494995117;96.37305450439453;38.576541900634766;1020.3012084960938;1014.1763305664062;11.265241622924805;0;4.3035783767700195;2444.91015625;3.0373685359954834;
2019-08-23 06:00;0.13634274899959564;27.445423126220703;34.73219299316406;20.158653259277344;94.81688690185547;35.85930252075195;1018.7404174804688;1013.6834716796875;5.728771209716797;0;4.986009120941162;2538.35400390625;0.7732653617858887;
2019-08-24 06:00;0;28.044076919555664;34.40005874633789;21.688095092773438;94.37682342529297;35.79997253417969;1019.5382690429688;1012.5404052734375;5.950994491577148;0;5.417355060577393;2313.93408203125;1.9143108129501343;
2019-08-25 06:00;0;28.17267608642578;34.23625183105469;22.109100341796875;94.63314819335938;36.02435302734375;1017.6975708007812;1011.7674560546875;4.728475570678711;0;5.513055801391602;2462.761962890625;2.585758686065674;
2019-08-26 06:00;0;29.060132026672363;35.51150131225586;22.608762741088867;93.86566925048828;32.526729583740234;1016.5571899414062;1009.443115234375;6.931517124176025;0;6.205733299255371;2474.047119140625;0.9308236837387085;
2019-08-27 06:00;6.094606876373291;26.499220848083496;30.275728225708008;22.722713470458984;96.67610168457031;57.840087890625;1017.2330932617188;1011.7734375;8.859562873840332;0;4.3832688331604;2527.91796875;3.973783016204834;
2019-08-28 06:00;1.2136931419372559;27.54904079437256;33.48278045654297;21.61530113220215;96.40383911132812;44.42861557006836;1018.7357788085938;1012.0498657226562;3.3920438289642334;0;5.076022148132324;2438.61572265625;6.991149425506592;
2019-08-29 06:00;0;27.884610176086426;34.713626861572266;21.055593490600586;96.2461929321289;35.67382049560547;1018.7394409179688;1011.9642333984375;5.724306583404541;0;5.319775581359863;2580.703125;3.5201189517974854;
2019-08-30 06:00;0;27.806572914123535;35.26176834106445;20.351377487182617;96.83477783203125;33.039249420166016;1015.5969848632812;1010.0162963867188;6.318268775939941;0;5.267879486083984;2617.68994140625;5.057128429412842;
2019-08-31 06:00;0.6343877911567688;28.46365261077881;35.63703918457031;21.290266036987305;95.71961975097656;33.714332580566406;1015.8316040039062;1009.5831909179688;7.308390140533447;0;5.759696006774902;2796.65185546875;1.5688594579696655;
2019-09-01 06:00;0;28.9190034866333;36.134952545166016;21.703054428100586;95.8730239868164;32.46150207519531;1019.05126953125;1013.0928344726562;6.246686935424805;0;6.116752624511719;2868.77490234375;2.085984230041504;
2019-09-02 06:00;0;29.71126651763916;37.62747573852539;21.79505729675293;94.87334442138672;30.174610137939453;1018.2028198242188;1012.1660766601562;7.760571002960205;0;6.781340599060059;2681.95849609375;1.1538915634155273;
2019-09-03 06:00;0;29.027520179748535;35.52989196777344;22.525148391723633;93.38384246826172;39.852230072021484;1017.4376220703125;1010.1941528320312;8.897762298583984;0;6.2132368087768555;2580.507080078125;-0.146503746509552;
2019-09-04 06:00;1.7400785684585571;29.604290008544922;35.47910690307617;23.729473114013672;92.47315216064453;44.845394134521484;1019.3037719726562;1013.0262451171875;6.751564025878906;0;6.699034214019775;2568.4677734375;0.7323167324066162;
2019-09-05 06:00;26.538249969482422;28.39962100982666;35.25718688964844;21.542055130004883;97.20909881591797;36.45500946044922;1020.2199096679688;1015.092529296875;13.821972846984863;0;5.728490352630615;2754.0361328125;4.086235523223877;
